"nama","kategori_usaha","kategori_grup","kecamatan","alamat","rating","rating_kategori","jumlah_ulasan","popularitas","skor_potensi","label_kelayakan","latitude","longitude","telepon","website","foto_url","keyword","tanggal"
"RH donat dan bakery","Toko Roti","Kuliner & Minuman","Mariso","Jl. Opu Daeng Risadju No.72-54, Kunjung Mae, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90113",5,"Sangat Baik",1,"Baru",64,"Layak",-5.1494421,119.4115331,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFVXjPwBihhkBrOkEtgNzOxO_qJ2GqzTli4XgO5EcUJK5Bi0o7x_CRw1gthmWKesesO5AFgqYu04LtmmsjS7UQJx-O7QDGk4cTI7uJWRrake8vvHVTea7PauarsHgi74_V6Q5b6vQ=w800-h600-k-no","donat Mariso Makassar","2026-05-04"
"Sate Masya Abdesir","Warung Makanan Kecil","Kuliner & Minuman","Mariso","Jl. Abdullah Daeng Sirua No.85, Tamamaung, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",5,"Sangat Baik",1,"Baru",64,"Layak",-5.1502104,119.4431645,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGpeXx50GqKlh8hVbhW2MDzbYGNpN2LZkKd_vxyK7fe_ESOE75SqjopBo0WgwRKveG72qWyGaSH5NnqE0R_w25-1y82XVi2yzwHxi4wdLx3e-Q2ZsGE40izQTCRZ-FQA-yPFa0n=w800-h600-k-no","sate Mariso Makassar","2026-05-04"
"Zie Ice Cream","Toko Es Krim","Kuliner & Minuman","Mariso","Lorong No.13A, Panambungan, Mariso, Makassar City, South Sulawesi 90125",5,"Sangat Baik",1,"Baru",64,"Layak",-5.1806194,119.4116225,"0813-4459-5675",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEG0KwdLRSt38wVXUbgfzyJx-64YRIP_d-7-CYtEsEExz3FaGNWTFweDpOxyPzsPmlw1Fg-cB4IUkEQnxCjcxWUfyt8b3Bgcz1T63PPv2JjlClFpwu84liqbnl3wEYKU_87cGU29oy1qYxQ=w800-h600-k-no","es krim Mariso Makassar","2026-05-04"
"kedai mini donat O","Restoran Makanan Cepat Saji Ala Hong Kong","Kuliner & Minuman","Mariso","jalan cendrawasih, sebrang Jl. Bangau No.228, Mario, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90122",5,"Sangat Baik",1,"Baru",64,"Layak",-5.1601802,119.4134799,"0821-3355-5372",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAF830plkHl3Bcm2XIb57kKlcjCSRW8vvVxU7pHvUMQ4hTGD1L2giVOH2QiSQarGA9S48C0t042FpVw4fw3dehRMc3e0WAwwreyt7itw5uvPcVPGi11vFpKd1tC2YQu6uIB5SHs3gA=w800-h600-k-no","donat Mariso Makassar","2026-05-04"
"MEIJI Sushi - Teppanyaki - Grill","Restoran","Kuliner & Minuman","Mariso","Jl. Muchtar Lutfi No.15, Maloku, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90111",4.9,"Sangat Baik",1.491,"Baru",63.8,"Layak",-5.1419233,119.4090667,"0811-4120-227","instagram.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0XXJuHd9IBGEVCS_Jv7phg7z5eu9W-CfHQO0ecZINqajJXPWGMBGpAKkc9hGd77Fc0hoM3AFF71j7ZmIUqDu4wpJYL51aG2UBugC_fWXLFvYt_6pB8uNeFHx6Iz-qqu-UHo5cOkaWScWs=w800-h600-k-no","japanese food Mariso Makassar","2026-05-04"
"Toko Bahagia Nuri","Toko bahan makanan","Kuliner & Minuman","Mariso","Jl. Nuri Lama Lorong 302 No.12, Mariso, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90122",4.5,"Sangat Baik",6,"Baru",63.8,"Layak",-5.159197,119.4089453,"0851-0059-9688",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYqMOBFG5l0Zn1PY_MXhFTpEZPE68DQSx9FHPCzVKUlK4fu2H4vm0xXPbCmk_SHejNGuxPkzSlCOJe1XJHfrn5-VSacQA2YxbpwHRnSxBTOD_TQhgleoLhd31HeEGpqekXtuLe_A=w800-h600-k-no","minimarket Mariso Makassar","2026-05-04"
"FruitBox","Kedai Jus","Kuliner & Minuman","Mariso","Jl. A. Mappanyukki No.26, Kunjung Mae, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90125",4.4,"Baik",8,"Baru",63.7,"Layak",NA,NA,"0812-8228-4411",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEyZ1UImaG-BpQNunCpGCXAjGwjS0HqPTx15_JHx2lTgYS-oTwEA97A5w-C27U1th6kjySWZvNXnMnijFBdwO7bA9WwEQpQlZ3LGFseP_pazSwMnjdDv7QVSId_YC4vsjC0aur6=w800-h600-k-no","jus buah Mariso Makassar","2026-05-04"
"Bampers Coffee","Kafe","Kuliner & Minuman","Mariso","Jl. Merak No.6, Mariso, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90121",4.3,"Baik",10,"Baru",63.4,"Layak",-5.1595499,119.410318,"0813-1717-9747",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGl5_n7s3bxMUhMv7Slw7ju2R1ns7bvYOiPNiCapjUpJVT3adqbsskvstXNqfETpbrwFIOi1GHD30gA3USs7DpGLTcfrNRnD6Q-2zbk8N7SHQHQDDBaFPDznLtUvJvyiCgGN6DXuQ=w800-h600-k-no","cafe Mariso Makassar","2026-05-04"
"Coto Daeng Sirua","Restoran Sulawesi Selatan","Kuliner & Minuman","Mariso","Jl. Abdullah Daeng Sirua No.10, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",4.6,"Sangat Baik",3.913,"Baru",63.2,"Layak",-5.1487363,119.4387136,"0823-4652-4111",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3rNh3PIiQhi6w_nVV6ER9f6mRqKpU43UFmE_7xC8Jm6WN_fwKguZDQD5kYLy3_9DYocSb2aVO4h3iTUcpHNq3hqx2nURXHflrbDUgHpneCfjulUeAABaMH9EbYDvToyuvMTXa8A=w800-h600-k-no","coto makassar Mariso Makassar","2026-05-04"
"Buddies Ice Cream & Food","Kafe","Kuliner & Minuman","Mariso","Jalan Lasinrang 36, Jl. Lagaligo Lrg. 21 C No.36, Losari, Ujung Pandang, Makassar City, South Sulawesi 90113",4.8,"Sangat Baik",1.835,"Baru",63,"Layak",-5.1467195,119.4141903,"0831-3705-7479","instagram.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFwHnwz8-IlEAjItLstLXrf9Hg8T_5voeisp3RKguRqM5L_kCrkqMg_2HmIDcZGTtoejDCbdb7x6JOQShL37xVhp4wfb5BDtcg6b3JLeoEkWfCftpeS376Zv6nfRgUVrkfDtbnS=w800-h600-k-no","cafe Mariso Makassar","2026-05-04"
"Ryuma Ramen Makassar","Restoran Jepang","Kuliner & Minuman","Mariso","Jl. A. Mappanyukki No.53, Kunjung Mae, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90125",4.9,"Sangat Baik",1.175,"Baru",63,"Layak",-5.1533173,119.4149109,"0811-4170-7770","linktr.ee","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFB_abb_7wTgYO6u-Cf5JjGHlQiFh4RTXgBFb4N4NS2CJbjLxX0fSq2spZme2OKw-lQVtKQB844vBaFQ7T9AEXyEW7kuJshxOabPPEwcVNwrDPbyEuyoWLt4divIxkQbNUSq7bpWEYN5Dw8=w800-h600-k-no","restoran Mariso Makassar","2026-05-04"
"Konro Karebosi","Restoran Sulawesi Selatan","Kuliner & Minuman","Mariso","Jl. Gn. Lompobattang No.41-43, Pisang Utara, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90115",4.3,"Baik",8.582,"Baru",62.6,"Layak",NA,NA,"0851-9080-0613","instagram.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHAfovLDv9OdTaxvfM7QK9PVRUlPSH4puosgV5R5LGCFP0qTm2_7Wb9JGt2bzw9vrv7TDorNlbFnqO-OPmFMUu-Nzh7HfAoJ4ylWDqdFugsxaWUp2kwvq6BrcXlG8sRxVVrAkIViQ=w800-h600-k-no","konro Mariso Makassar","2026-05-04"
"Notion coffee","Kedai Kopi","Kuliner & Minuman","Mariso","Jl. DR. Ratulangi No.102, Mario, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90114",4.8,"Sangat Baik",1.641,"Baru",62.6,"Layak",-5.1641082,119.4124399,"0811-4303-462","store.anomalicoffee.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbijMOcsJgmGvu2rdf0ltt7sZklrt1GpUuQbupWL56YoV-ovJDWycOFwBByVMOR_zXQgFraHlutlYqWnXtd7EqY7ZpbQNs9mgcC8kgI81-b0IajW3ite7HextCCbs3tBStXPPs=w800-h600-k-no","coffee shop Mariso Makassar","2026-05-04"
"Dapur ta","Restoran Seafood","Kuliner & Minuman","Mariso","Jl. Dr. Wahidin Sudirohusodo No.40, Pattunuang, Kec. Wajo, Kota Makassar, Sulawesi Selatan 90171",4.6,"Sangat Baik",3.045,"Baru",62.1,"Layak",-5.1489981,119.4119075,NA,"sopsaudarairian.shop","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFmuAJCVIv9MnPW7vngfk9TuV36wAPQzHnsnxHtMKf2zuoQrrnMFZeVj7gjZdLdFORGQ29RB3RHG1W4-vl2PU7m004O7qds8X1HzzrRGwDtsQy36yyTNZnz6Df_Xl-Tg0NfOa_-nw=w800-h600-k-no","ikan bakar Mariso Makassar","2026-05-05"
"Warung Pangkep Sop Saudara Irian","Restoran Sulawesi Selatan","Kuliner & Minuman","Mariso","Jl. Dr. Wahidin Sudirohusodo No.40, Pattunuang, Kec. Wajo, Kota Makassar, Sulawesi Selatan 90171",4.6,"Sangat Baik",3.045,"Baru",62.1,"Layak",-5.1293711,119.4122844,NA,"sopsaudarairian.shop","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFmuAJCVIv9MnPW7vngfk9TuV36wAPQzHnsnxHtMKf2zuoQrrnMFZeVj7gjZdLdFORGQ29RB3RHG1W4-vl2PU7m004O7qds8X1HzzrRGwDtsQy36yyTNZnz6Df_Xl-Tg0NfOa_-nw=w800-h600-k-no","sup konro Mariso Makassar","2026-05-05"
"Toko Yuyun","Toko bahan makanan","Kuliner & Minuman","Mariso","Lorong Selaras No.7 No.17, Mariso, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90124",4.5,"Sangat Baik",4,"Baru",61.8,"Layak",NA,NA,"(0411) 870385",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAF-1yUbPDVvE9DLSIgrwEj38UJ7b0CSvPk-jX75NpUM9_m6lKc56Pp3yJVS85a1uzeufG2EfBHhttU87WLhrazzm9QrTbbuiOW2Byyf42CT--VaYvLuky1t66xVvXF2LyDjMfy-=w800-h600-k-no","minimarket Mariso Makassar","2026-05-04"
"SPX EXPRESS MAKASSAR HUB","Restoran Sup","Kuliner & Minuman","Mariso","Dekat, Jl. A. Mappanyukki No.64-50, Kunjung Mae, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90113",4.3,"Baik",7,"Baru",61.5,"Layak",-5.1615828,119.4359281,"0823-7274-6990",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEoEwjHAgI7MD9GbjgbV1fcLHQmDP4SM7ybauWJm7qrs37VGu0rlyaWu-fg8DSHlnzKOpd_VUNdLGyOOca0S0QJNm9QbDSBviWusEmXqnQGso_etPwbOk_-Flx_Jsrq4PDZxggQzQ=w800-h600-k-no","restoran Mariso Makassar","2026-05-04"
"Coto Paraikatte","Restoran Sulawesi Selatan","Kuliner & Minuman","Mariso","Jl. A. P. Pettarani No.125, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90231",4.5,"Sangat Baik",3.606,"Baru",61.3,"Layak",-5.1568298,119.4363794,"0823-4500-0086","cotoparaikatte.shop","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFe63MK5HA0uXOQvy53PJdI_9w0AKzf8_HeKKOuzG_UQHeRWvcK72T-elLmgxvogld6YBv17gTryKb0CUUylpQ1ybdX4qYGFPH-lvl-UO6bjb54ipyJBDK8pCD1ou6JCvhkHOgquA=w800-h600-k-no","coto makassar Mariso Makassar","2026-05-04"
"Es Pisang ijo, Pallubutung, Tape Manis","Restoran","Kuliner & Minuman","Mariso","QFV2+59P, Jl. K. H. Wahid Hasyim, Sungguminasa, Kec. Somba Opu, Kabupaten Gowa, Sulawesi Selatan 92111",4.2,"Baik",9,"Baru",61.3,"Layak",-5.2070482,119.4509658,"0812-4378-7568",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQoVtAFumyG43WSFr9rSMLTpDufnaOpUrMlssNUgBJrd3ZxGhD-yw5oD0HlHmsuk0Y4YCtf3OZ2UfNlNT2VCxbkGe1Wu0mJoahqrW3pgtADVUglFOG8mcehWKDN9E0YkOhpGGQ5w=w800-h600-k-no","es pallu butung Mariso Makassar","2026-05-05"
"Sop Saudara Irian","Restoran Sulawesi Selatan","Kuliner & Minuman","Mariso","Jl. A. P. Pettarani No.17, Karuwisi, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",4.6,"Sangat Baik",2.266,"Baru",60.9,"Layak",-5.1584974,119.4369596,"0811-408-887",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEGHmHwUTNXHuvHDZVAoHEQ84Qtu_p9gFD_dYMRVtvou_CW6adM2Tj9BxAwUQEjKUOUNDlMPMki5TAEe3rO8bP9dWEJvNSAlEGvAKWcBD9nHefeHVeQ6JpP-hD75HUcxZwZx9A=w800-h600-k-no","konro Mariso Makassar","2026-05-04"
"Ayam Geprek, Palekko & Rica Bu Yuli","Restoran Masakan Ayam","Kuliner & Minuman","Mariso","Jl. Cendrawasih 4 No.51, Lette, Lette, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90125",4.3,"Baik",6,"Baru",60.8,"Layak",-5.1579276,119.4130667,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFwWMkWN2E8a9MIjUI7q-fks2gnqq9pX5qg1U7wN8EHv_YfUcRndgxW4lDA8Rvsyn_awkBCpaf09t6rXuyhMjBl9HzkJTFUSZLM1vfq9ECF5lZUxFZqBXkrpPyvNPFsaKGdrb2k=w800-h600-k-no","ayam geprek Mariso Makassar","2026-05-04"
"Rumah Makan Muda Mudi","Restoran","Kuliner & Minuman","Mariso","Jl. Rusa No.45 A, Maricaya, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90142",4.5,"Sangat Baik",3.198,"Baru",60.8,"Layak",-5.1508775,119.4219834,"0851-0533-1588",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHMWQa6EPWQ6DUIyBBmGj8IRa54wl9GLwlficIvtb16Ikngw993SukhsA_1lcFdQUcA1kZsrqe5WG5hWsR6GA5fG0MtptUJfbzOFAh-efEI0s01WEDQqvYN1Xzx-QXNZKokis4u=w800-h600-k-no","es pallu butung Mariso Makassar","2026-05-05"
"Martabak Gudang Rasa Cendrawasih 02","Restoran Martabak","Kuliner & Minuman","Mariso","Jl. Cendrawasih II, Panambungan, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90125",3.8,"Cukup",24,"Cukup Dikenal",60.6,"Layak",-5.1552741,119.4137709,"0856-5667-8574",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHR6WICZYolOYuxYjb12HAjH2WScq7FaRrJUADEFqNhGRsTNr9XapWQ83aRCyH6_UdFTu-9RPvuTXlRFUq2aaau-SE_GU-TFDLW7ymUmSJ40vOT-_W7WUINMyVY62AfHqjzN4neFw=w800-h600-k-no","martabak Mariso Makassar","2026-05-04"
"Mie Titi","Restoran Mie","Kuliner & Minuman","Mariso","Jl. Rajawali No.35B, Kunjung Mae, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90113",3.8,"Cukup",23,"Cukup Dikenal",60.4,"Layak",-5.1557796,119.4423318,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-WPXQ68_Z_KjDNX-16Xu5WMc0pGT9MzEK-44aYf6r3W04hsNYNclTXR6zIdCmXQglwZnWeUrya_0GaQTrlRGcSmEHT_aFX4DRfGlACy6I-gHPSMj4gPSHla8I8Seht85caWSXMvMbQF4=w800-h600-k-no","mie titi Mariso Makassar","2026-05-05"
"Mie Titi","Restoran Mie","Kuliner & Minuman","Mariso","Rubi, Jl. Boulevard Ruko Ruby No.25 Blok 2H, Masale, Panakkukang, Makassar City, South Sulawesi 90245",4.3,"Baik",5.216,"Baru",60.1,"Layak",-5.1557796,119.4423318,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxojmNhtBEOSTrMOZFG8j-y-oPoi06oWFoNwoDk4bSnQIBfBthv937BCn2nfP7fmw7aGyFzcdW9sE7PZqurj9zqjcGKHV2l5sSCNljNTa2xwcHZR_gNIVra--K6TJ3CKI444QR1bHA1lc=w800-h600-k-no","mie titi Mariso Makassar","2026-05-05"
"Pallubasa Onta","Restoran","Kuliner & Minuman","Mariso","Jl. Onta Lama No.103, Mandala, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.5,"Sangat Baik",2.725,"Baru",60.1,"Layak",-5.1577287,119.4228772,"0853-9998-5077",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTqQGTUOSTsWiJZuqNvn4hg9jgwPKNeqB8Jxi5wgVXSuFOEvXJ9jq9J2F9n8EMgBx5sQZbJE9QyR8dGSy8wLNb6_QSV8FK-0iCkxFYvm2uDwhv_I4e8Pt1QDsw6p8jrlGxsYbY=w800-h600-k-no","pallubasa Mariso Makassar","2026-05-04"
"Ratu Gurih Seafood Market & Resto","Restoran Seafood","Kuliner & Minuman","Mariso","Jl. Lamaddukelleng No.9, Losari, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90112",4.5,"Sangat Baik",2.704,"Baru",60.1,"Layak",-5.1466937,119.4112549,"0851-0006-5363","facebook.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHi_CIQRTE9m7dEwtJDwwSvs8OI_dJc_f88UV5t69Fl9ANoDCvYx74h_5A4ynT9LVBkOKOsNLsBkft9Qrx81ar13fcg34h7OLXt1pP_PT05SBncfwZupZbx0ur6yALys0-Rqhv-7A=w800-h600-k-no","seafood Mariso Makassar","2026-05-04"
"dengtakopi.id","Kedai Kopi","Kuliner & Minuman","Mariso","Jl. Nusa Indah No.5, Mariso, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90125",5,"Sangat Baik",0,"Tidak Ada Ulasan",60,"Layak",-5.1600481,119.4092866,"0818-565-222",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2QwZeEH1rCHkAY6f6Q_7ahNEZw3C9b9POw1T5GG3LylaASS2OBYCZCGDnHwrKJMYvVXWrwaQuBNcl9C17_ls8Oje8uZyUfQcAEsBgJ2ccaV6NeZUE3rhLtHZMiop3fxnG5V2zmG0cHOw=w800-h600-k-no","cafe Mariso Makassar","2026-05-04"
"La Piccola Italy - Makassar","Restoran Italia","Kuliner & Minuman","Mariso","Jl. Lamaddukelleng No.82, Losari, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90112",4.7,"Sangat Baik",1.121,"Baru",59.9,"Layak",-5.1480925,119.4109685,"0853-3388-8152","instagram.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeVHklSIl4xiAOXULOEJvo-r1hnCP9jCnlQhvkn8yDlaOhnI0PWstkGSfGzRYvpo0rqBznD38qDgWNoed7OIo7mcwvMoythguNvXImK8x5kDgyVAvzrE3qJCugy8NFxj1s7IWHKJwiNL6B=w800-h600-k-no","pizza Mariso Makassar","2026-05-04"
"KOPITEORI","Kedai Kopi","Kuliner & Minuman","Mariso","Jl. Beruang No.20, Bonto Biraeng, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",4.6,"Sangat Baik",1.602,"Baru",59.5,"Layak",-5.1572607,119.4197325,"0811-5020-2020","kopiteori.id","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGRXr0EyHfpjgraIgZ75I7pNBd6NpgSBl9v6Wls8S8lSMs1jkkF1agesuAbi6iVEQ3nKADO0xIQO9gDilga_GY-R4LvrfqawBs2oNwcTcHyh8x6cfn0gD_y3v9TPkltKWbj2sdVlQ=w800-h600-k-no","kedai kopi Mariso Makassar","2026-05-04"
"Hoki Donuts","Toko Roti","Kuliner & Minuman","Mariso","Jalan Rajawali No. H26 A, Kelurahan Panambungan, Panambungan, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90122",4.5,"Sangat Baik",2,"Baru",58.9,"Layak",-5.1687747,119.4111501,NA,NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFVXjPwBihhkBrOkEtgNzOxO_qJ2GqzTli4XgO5EcUJK5Bi0o7x_CRw1gthmWKesesO5AFgqYu04LtmmsjS7UQJx-O7QDGk4cTI7uJWRrake8vvHVTea7PauarsHgi74_V6Q5b6vQ=w800-h600-k-no","donat Mariso Makassar","2026-05-04"
"Bakso Mutiara","Restoran Bakso","Kuliner & Minuman","Mariso","Jl. Opu Daeng Risadju No.116, Mario, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90113",4.5,"Sangat Baik",1.923,"Baru",58.7,"Layak",-5.1551312,119.4135014,"0821-9406-0004",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNnoOriuFyQ1fv_M45Aei5oDDZY5QXX1KwFelnSqAJGDjnGCUKKPpxHJqyIUuyhnqFWOfG73ZBtr202-tFLaKDxpInnhr8LxcX-NfyPPbAmF5yKVGIoEZqTTZkN3Gh84V8wgwZ=w800-h600-k-no","bakso Mariso Makassar","2026-05-04"
"DE BAKMIE MO !","Restoran Mie","Kuliner & Minuman","Mariso","Jl. Opu Daeng Risadju No.116, Mario, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90113",4.5,"Sangat Baik",1.923,"Baru",58.7,"Layak",-5.1541891,119.4401527,"0821-9406-0004",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNnoOriuFyQ1fv_M45Aei5oDDZY5QXX1KwFelnSqAJGDjnGCUKKPpxHJqyIUuyhnqFWOfG73ZBtr202-tFLaKDxpInnhr8LxcX-NfyPPbAmF5yKVGIoEZqTTZkN3Gh84V8wgwZ=w800-h600-k-no","mie ayam Mariso Makassar","2026-05-04"
"RM Seafood Tumbak Kayubangkoa","Restoran Seafood","Kuliner & Minuman","Mariso","Jl. Lamaddukelleng Buntu No.2, Kunjung Mae, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90113",4.6,"Sangat Baik",1.21,"Baru",58.6,"Layak",-5.1491013,119.4108796,"0822-9395-1128",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEBYkBxYqj3_siu5Mq5BCJw4NdYLl4ByZQhUI2hXWdi7WHs193jjYyt_8DnL-wBpVgRjfosQedyl9s0TySACcyqmSoOg_fQdoTowwXj_WrcG7A0mmSbEP88T17rnPtmbYG53puTxw=w800-h600-k-no","restoran Mariso Makassar","2026-05-04"
"Anomali Coffee Makassar","Kedai Kopi","Kuliner & Minuman","Mariso","Jl. DR. Ratulangi No.102, Mario, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90114",4.5,"Sangat Baik",1.641,"Baru",58.1,"Layak",-5.1581398,119.4164025,"0811-4303-462","store.anomalicoffee.com","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbijMOcsJgmGvu2rdf0ltt7sZklrt1GpUuQbupWL56YoV-ovJDWycOFwBByVMOR_zXQgFraHlutlYqWnXtd7EqY7ZpbQNs9mgcC8kgI81-b0IajW3ite7HextCCbs3tBStXPPs=w800-h600-k-no","cafe Mariso Makassar","2026-05-04"
"Rumah Makan & Seafood New Losari","Restoran Seafood","Kuliner & Minuman","Mariso","Jl. Opu Daeng Risadju No.11, Kunjung Mae, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90125",4.5,"Sangat Baik",1.53,"Baru",57.9,"Layak",-5.1494536,119.4132103,"(0411) 859501",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHF9aNeFyKffP8QnP12vEyzco7Eh-4W0hHJSH941H7hZwXHiszNuTGSzmvMMArvmEZihvu0VMSk0dJGh-a7ABtXZ_PzAI2kaEM3Seb0cG35lGe3crsGk6L_ztKhcuNfvx40600E=w800-h600-k-no","warung makan Mariso Makassar","2026-05-04"
"Jalangkote & Lumpia Lasinrang ASLI","Restoran Sulawesi Selatan","Kuliner & Minuman","Mariso","Jl. Lasinrang No.11A, Sawerigading, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90114",4.5,"Sangat Baik",1.366,"Baru",57.5,"Layak",-5.1457747,119.414236,"0812-4212-1896",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH53Z9BvEC2Ssmfpeb-4lUAMSHALeK868hG0GKlIQ5QFzTZYaPyv_-y3jZC0M-C5fADYT-yk5pkxfqLkDbynOMjaH83jolll38HV4cpQQn9zyYSkU_iXLrZiIrNI30u9cAYN_KC=w800-h600-k-no","jalangkote Mariso Makassar","2026-05-05"
"New Makassar Seafood","Restoran Seafood","Kuliner & Minuman","Mariso","Jl. Arief Rate No.3, Mangkura, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90114",4.5,"Sangat Baik",1.16,"Baru",57,"Layak",-5.1452589,119.4130185,"(0411) 854065",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHd6jLXeAnJiOXGJD5SbgN7zEwEVlY1lj9o5x_ZrPHoZGIrg2FsV6AXYcYDYjJoyYJMejBS_ZSQnRpy0Ilpzg_HJRLKBp0_0y2RED9zhrfQM3fw9IibR0eYfvV_0as8qKO_CEs=w800-h600-k-no","seafood Mariso Makassar","2026-05-04"
"Aroma Palopo Mapanyukki ( HJ FATMA )","Restoran","Kuliner & Minuman","Mariso","Jl. A. Mappanyukki No.66 C, Kunjung Mae, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90125",4.5,"Sangat Baik",1.119,"Baru",56.8,"Layak",-5.1538566,119.4146751,"0852-4010-4600",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGPv9ve7CYmr4LrVVjiDXlD9bb-evTUkWV3SCNxqM-1SpABxeWHQw-ps7f3RuIbUUQ-Xseq5_FvpmlcIKpcp8MNAJVa4KXDj5pLM1HfW6u46w--ZP5o3ZL_YLsazwK7jmYF9000hA=w800-h600-k-no","restoran Mariso Makassar","2026-05-04"
"Coto Maros Begadang","Restoran Sulawesi Selatan","Kuliner & Minuman","Mariso","Jl. Gagak No.8, Lette, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90125",4.5,"Sangat Baik",1.1,"Baru",56.8,"Layak",-5.158776,119.4105608,"0823-9539-7664",NA,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH94rGl_9ZioCsmHibhFSdQfPv38KgGAvPqyuoPk8WaRPvS63YJJ1DypCA797VQdvTeG3vEq0lfustKQOM5QGvD_5pZycfSv4t0unGEoVEv-OQrKnFpeAo9csPq1b3kPd1prkAT=w800-h600-k-no","coto makassar Mariso Makassar","2026-05-04"
